0.1430913682947054510474771404915372841060161590576171875,0.11862372370605510363272827589753433130681514739990234375,-0.1834832878124550703535788898079772479832172393798828125,0.216600516216187422013916830110247246921062469482421875,0.0247055223113856158023704523429842083714902400970458984375,0.0488335937080251747399728401433094404637813568115234375,-0.10455441827386026398816198934582644142210483551025390625,-0.1951170258886318065183473891011090017855167388916015625,0.00740544257438146939775958088603147189132869243621826171875,0.224537708318029827214701299453736282885074615478515625,-0.09374494159659325920319616898268577642738819122314453125,-0.05567569447483877720372902331291697919368743896484375,-0.001502641755202759575593685070771243772469460964202880859375,-0.035392540296420853251913030135256121866405010223388671875,0.1244053313102833902004107358152396045625209808349609375,0.520476737655096943768739947699941694736480712890625,0.0680631389630548533364873264872585423290729522705078125,0.1672433266608277790954417696411837823688983917236328125,-0.15474761011024706913730142332497052848339080810546875,0.35657700431188754652822581192594952881336212158203125,-0.2473625167842793681760582558126770891249179840087890625,-0.318652184309333563749788709174026735126972198486328125,0.0185342875334767835659999235531358863227069377899169921875,0.2465577491635476403697424530037096701562404632568359375
0.01314653136575670393237924571394614758901298046112060546875,-0.24625439437233487272038701121346093714237213134765625,-0.18835703341777432218151488996227271854877471923828125,0.0113940734291069038774946164949142257682979106903076171875,-0.1150397300351167217957737420874764211475849151611328125,-0.01187504308759701997233459991321069537661969661712646484375,-0.1278505838332317512406888226905721239745616912841796875,-0.30867402899729767806746849601040594279766082763671875,0.357041654393742746709250468484242446720600128173828125,0.16338055804084505862050491487025283277034759521484375,-0.1395502796871526396405016612334293313324451446533203125,0.364392671601812379034157629575929604470729827880859375,0.13214652962957551540768008635495789349079132080078125,-0.1479734501543080449348366300910129211843013763427734375,-0.0173609074454879087900938117172700003720819950103759765625,-0.305081675035251354000109813568997196853160858154296875,0.220262053642637678496640774028492160141468048095703125,-0.154825870708394763841653229974326677620410919189453125,0.004853309482922486817191298769103013910353183746337890625,-0.01164984139356515895069588140131600084714591503143310546875,0.0106770072401380956839123115287293330766260623931884765625,-0.0048403001625091611470619312740382156334817409515380859375,0.30100486428445505371342960643232800066471099853515625,0.0797387739064429335034134282977902330458164215087890625
-0.14744793895719177090342100200359709560871124267578125,-0.0036237887777570755055978057868060204782523214817047119140625,0.2276326664155414458701187641054275445640087127685546875,0.353358494510352671991171291665523312985897064208984375,-0.270124531015666857758361629748833365738391876220703125,0.13215194478226621743743862680275924503803253173828125,0.137731624292096455075551375557552091777324676513671875,-0.1310841351593725334634399359856615774333477020263671875,0.370721987078960146799744279633159749209880828857421875,-0.2028142997851378470652861096823471598327159881591796875,-0.220477292227506949107151967837125994265079498291015625,-0.1796055877534530609285212676695664413273334503173828125,-0.03355650939771805119082870305646792985498905181884765625,-0.2044472499574615798056953508421429432928562164306640625,0.2526514753637785215545363826095126569271087646484375,-0.0110056955005775718159366505233265343122184276580810546875,-0.026619092997617936624532575251578236930072307586669921875,-0.0254836841424687272905647006382423569448292255401611328125,-0.206435820397778913015685020582168363034725189208984375,0.0240332697723127618194549626196021563373506069183349609375,0.1953508368941071215996174714746302925050258636474609375,-0.11454685299697643652283574056127690710127353668212890625,0.0232133155644180001753174025225234800018370151519775390625,-0.08403189748022581173625411565808462910354137420654296875
0.321287847425106687371254565732670016586780548095703125,0.1659821501742855531791320800039102323353290557861328125,-0.0143538683879201600657182780196308158338069915771484375,-0.25078683245747857011309633890050463378429412841796875,-0.2776591757008957106478419518680311739444732666015625,0.3736460322344170581487787785590626299381256103515625,0.23690578450022348189207832547253929078578948974609375,0.01926611692892345184535685120863490737974643707275390625,0.2094203194656224786829312733971164561808109283447265625,-0.0607726034101067902337689474734361283481121063232421875,0.07696538035075979611310259542733547277748584747314453125,0.051895981217801097351571826266081188805401325225830078125,-0.242037837219424900592201765903155319392681121826171875,0.158389548493879150914409592587617225944995880126953125,0.07885649574677429385349824997319956310093402862548828125,0.054213988133107356148787658867149730212986469268798828125,0.054361604807164849717526777794773806817829608917236328125,0.188017961201233652079878311269567348062992095947265625,0.1572568450335050382893342657553148455917835235595703125,0.2406941443946465086778374597997753880918025970458984375,-0.1291995512249564936890777744338265620172023773193359375,-0.2394931295826785433433769867406226694583892822265625,0.148064653672885737645259496275684796273708343505859375,-0.05543295083766698605476364036803715862333774566650390625
-0.14415651380870631026454020684468559920787811279296875,-0.05432511859017367938928799731002072803676128387451171875,-0.146693049980831380363355265217251144349575042724609375,-0.04036172544166367892604085909624700434505939483642578125,-0.21198409690991348863775556310429237782955169677734375,0.086085449919859058365290138681302778422832489013671875,-0.06398913349365865921303253571750246919691562652587890625,0.22401734261492223243550370170851238071918487548828125,0.31027355368262032886406132092815823853015899658203125,-0.2469619190217152981947634771131561137735843658447265625,-0.327043820673040830371292031486518681049346923828125,-0.0266727503125657842975027023157963412813842296600341796875,0.035348560470411662104428529573851847089827060699462890625,0.194437609998008464895491442803177051246166229248046875,0.11918998688641029015666816803786787204444408416748046875,-0.2483135390398494568575671337384846992790699005126953125,0.06711471394770500420445813460901263169944286346435546875,-0.1622742146413037322982830801265663467347621917724609375,0.11845772871912367552038602980246650986373424530029296875,0.2734754309795370819102799941902048885822296142578125,0.272706731003999724993747122425702400505542755126953125,-0.10636466464223927330667862634072662331163883209228515625,0.196932490034040286186467483275919221341609954833984375,0.01852598393684705413431146325820009224116802215576171875
0.0560595705868102978097766708742710761725902557373046875,0.1679699588532737319912513385133934207260608673095703125,0.18195329452632791333854811455239541828632354736328125,0.00857503218503160614949454298994169221259653568267822265625,0.451792041876014238699355018979986198246479034423828125,-0.326638709193764587013220079825259745121002197265625,0.045831136438762389018197751511252135969698429107666015625,-0.063301129935593614117550487208063714206218719482421875,0.114468007458687626165527717603254131972789764404296875,0.57170053637395579215763063984923064708709716796875,0.10096262310979976783986700183959328569471836090087890625,0.222448240886492121237694163937703706324100494384765625,0.04271396834084724425384393953208927996456623077392578125,0.169060749640663143811281088346731849014759063720703125,-0.036880921304211888855917322871391661465167999267578125,0.060840103671343077895716788816571352072060108184814453125,0.048574977171469156667082955891601159237325191497802734375,0.11424838402277061322198647985715069808065891265869140625,0.168498316828902316988347820370108820497989654541015625,-0.158723562395230832766657158572343178093433380126953125,0.491670155218018212206487760340678505599498748779296875,-0.1669383294653938865081954645575024187564849853515625,-0.25014093073098686570432391818030737340450286865234375,-0.0870918311396743638486128702425048686563968658447265625
0.0597336218082537284690403112108469940721988677978515625,0.2237491891926100817666878128875396214425563812255859375,0.32721680643983497294158269141917116940021514892578125,-0.008405498442781704493409478118337574414908885955810546875,-0.230562105433242070517962929443456232547760009765625,0.09108495508013680908021569848642684519290924072265625,0.27471827982900698383872395424987189471721649169921875,0.15809757749190822551099699921905994415283203125,-0.0238715524694407855987865474389764131046831607818603515625,0.099750478512099338690433114607003517448902130126953125,0.1441936070769647415534819856475223787128925323486328125,0.1301138420114684723927211962291039526462554931640625,0.1039605675840661602737924340544850565493106842041015625,0.1965690271067567496121597514502354897558689117431640625,-0.0272892871178205091708957041873873095028102397918701171875,-0.1090838940282665980863185950511251576244831085205078125,0.191349059697603240959296044820803217589855194091796875,0.30261079502549126374333354760892689228057861328125,0.21179553498757142104835793361417017877101898193359375,-0.144224916218995191652396670178859494626522064208984375,0.188717069222396005567787824475090019404888153076171875,0.1787734830145749909124930354664684273302555084228515625,-0.0291207417139161435504224328951750067062675952911376953125,-0.12243440292092878929341992488843970932066440582275390625
0.031034981611289237657391737457146518863737583160400390625,0.1510199029226083899946075916886911727488040924072265625,-0.42686909940743389402229013285250402987003326416015625,0.1979236916736759333002027005932177416980266571044921875,0.12914701596237987413218206711462698876857757568359375,0.415658836571998480113876439645537175238132476806640625,-0.18473705241279814170951567575684748589992523193359375,-0.2886879420909924665039625324425287544727325439453125,0.037831558226967106073335145310920779593288898468017578125,-0.10940298970814373025195465061187860555946826934814453125,0.00244965888871184582498141679707259754650294780731201171875,0.01173237095791045993264933855471099377609789371490478515625,-0.2095716543259023290080023116388474591076374053955078125,0.04393571307803821601734028945429599843919277191162109375,0.270092283190270510129238346053170971572399139404296875,0.1391444198216766625630924636425334028899669647216796875,0.09715877816869149252720916365433367900550365447998046875,-0.1932619778576085967092268447231617756187915802001953125,-0.1194903743943067364607912850260618142783641815185546875,0.291305673722577151973922582328668795526027679443359375,-0.106194213750741506263608471272164024412631988525390625,0.0282416855787457447835020474258271860890090465545654296875,-0.1839514017991700500775920090745785273611545562744140625,-0.264643089540830322992093215361819602549076080322265625
-0.138185479608208316992801201195106841623783111572265625,0.0220631184278877907900540122909660567529499530792236328125,-0.12261057198395468315066381137512507848441600799560546875,0.1874507926786630196414051852116244845092296600341796875,0.044568393644170638256962746481804060749709606170654296875,-0.40565200729579242722167009560507722198963165283203125,-0.11998731626298882180226001992195961065590381622314453125,-0.07746046098373342292386922736113774590194225311279296875,-0.323804082045409169499095014543854631483554840087890625,-0.334864434579995540186558855566545389592647552490234375,-0.448796234737876831299985269652097485959529876708984375,-0.06083838021177669086458905667313956655561923980712890625,0.0198504045200029420603637930753393447957932949066162109375,0.1012268650847327478015102997233043424785137176513671875,-0.3827850828873315958134071479435078799724578857421875,0.0445751577400130549744261543310130946338176727294921875,-0.25123019843204275058923258256982080638408660888671875,0.07704950242959975048595566704534576274454593658447265625,-0.305049572356246467830231949847075156867504119873046875,-0.11341811357550728167620235353751922957599163055419921875,-0.43746789121544205070080124642117880284786224365234375,0.09748711215904569404866464310543960891664028167724609375,-0.2216147660271718666802343022936838679015636444091796875,-0.1592711043187964303768922036397270858287811279296875
0.282236702523877003301322474726475775241851806640625,-0.048225018927700487314513821957007166929543018341064453125,0.5003093425049136566684637728030793368816375732421875,-0.08533456014591427052362604399604606442153453826904296875,0.1735231802382073140744722650197218172252178192138671875,0.357464488043641892556223638166557066142559051513671875,-0.07265662880426397574051833316843840293586254119873046875,-0.041792838115930097675487786546000279486179351806640625,0.262387024099903054530358303964021615684032440185546875,-0.0214172308033708895524949156197180855087935924530029296875,-0.176604049153350872725098952287225984036922454833984375,0.051768412485913302412132708241188083775341510772705078125,-0.217704375300734997988882923891651444137096405029296875,0.00927780589467309783902049247217291849665343761444091796875,-0.280803431710792417153044198130373843014240264892578125,0.0877426804774783797302717402999405749142169952392578125,-0.3449848924977001463076931031537242233753204345703125,-0.342838380158226263549892109949723817408084869384765625,-0.3552576915637988275165071172523312270641326904296875,0.0902881130260685116351027090786374174058437347412109375,0.1855775838424776613688749193897820077836513519287109375,0.039063781511639660004586716013363911770284175872802734375,0.0526394537347354141143540573466452769935131072998046875,0.1250062537691868647105053469203994609415531158447265625
0.250272862940364826389583186028175987303256988525390625,0.25091390523028456183141088331467472016811370849609375,0.1562006961013775729885111331896041519939899444580078125,-0.0213452135270475011619151217701073619537055492401123046875,0.09887969626598357153479668113504885695874691009521484375,-0.1796501082259016335296308852775837294757366180419921875,0.11471803771109677361206280465921736322343349456787109375,0.0223808485795772005300108276060200296342372894287109375,-0.1219756143999399522481752455860259942710399627685546875,0.00197532888406663602320900707809414598159492015838623046875,0.1711235298630847390111142658497556112706661224365234375,-0.1370297113716107129111065887627773918211460113525390625,0.4930669434294217001735205485601909458637237548828125,-0.255454081100850272090241332989535294473171234130859375,-0.14424930478556585722316185638192109763622283935546875,0.2788619978001889432306370508740656077861785888671875,-0.015245610576049541118326402511229389347136020660400390625,-0.203143915190930279823788850990240462124347686767578125,-0.06833073936272664183899649970044265501201152801513671875,0.125438994319462093773864808099460788071155548095703125,0.06341397504049288424976538180999341420829296112060546875,-0.5260328557432278895333865875727497041225433349609375,0.09407985461445698971427731294170371256768703460693359375,-0.217114811634455395772391739228623919188976287841796875
