0.047542886979439556716098280730875558219850063323974609375,-0.24886709806633167119116478716023266315460205078125,-0.3850680557110148782840042258612811565399169921875,0.039614099166192795475893717593862675130367279052734375,-0.1944880322915350789880761794847785495221614837646484375,-0.0113357751844339986468934711183464969508349895477294921875,-0.0505176588227781719897535595009685494005680084228515625,-0.364475532169321991826649309587082825601100921630859375,-0.53642299515899771744642521298374049365520477294921875,0.09768447581540028179514223438673070631921291351318359375,-0.1606080978749653553894205515462090261280536651611328125,0.1009575098575347384954881135854520834982395172119140625,0.12195799833283342550327432718404452316462993621826171875,-0.15797226501444650015315573909902013838291168212890625,-0.2654842586561507733478038062457926571369171142578125,-0.007080626452090129675787100183015354559756815433502197265625,0.413409493763988111769691613517352379858493804931640625,0.2428841690751165904860187083613709546625614166259765625,-0.141352750598099763390536054430413059890270233154296875,-0.0246117266320290094261391544705475098453462123870849609375,-0.007016238556961131023204103485113591887056827545166015625,0.14165163692800797345938690341426990926265716552734375,0.08361741518330974287653845067325164563953876495361328125,-0.1275397042261897373460755034102476201951503753662109375
-0.027704595325352583679023865670387749560177326202392578125,-0.287110996625897507694702426306321285665035247802734375,0.161078567419746299105298703580047003924846649169921875,-0.16047840116118361475372466884437017142772674560546875,-0.3303168656170190065068936746683903038501739501953125,0.16494169087043475396825442658155225217342376708984375,0.02746097550919394947310792076677898876368999481201171875,-0.05599667800557743546630007358544389717280864715576171875,-0.1102626862050498923739638712504529394209384918212890625,0.01270029280885994794891846737527885125018656253814697265625,-0.40161213844667897898688124769250862300395965576171875,0.52478773555777369352881578379310667514801025390625,-0.299242036169969194414619551025680266320705413818359375,0.1337569901718513587507430884215864352881908416748046875,0.046933008643604536003213212325135827995836734771728515625,0.318280294527917118063697898833197541534900665283203125,0.08253274175303047799356903624357073567807674407958984375,-0.00948634485971037479112855095308987074531614780426025390625,-0.316549399782504681244432731546112336218357086181640625,-0.1604987346392891256474655392594286240637302398681640625,-0.1827957155043904713398461581164156086742877960205078125,0.12340039636451295701480290745166712440550327301025390625,0.1671588922092899498483831166595336981117725372314453125,-0.0303614207873306486684672478304491960443556308746337890625
0.43967359818041951147193913129740394651889801025390625,-0.0794353943632837011801228754848125390708446502685546875,-0.048640453156480197016708899582226877100765705108642578125,0.054454200039302368130389453426687396131455898284912109375,-0.12030926675079516019462033682430046610534191131591796875,-0.1343823211531772476856616549412137828767299652099609375,-0.1713840428586055619764039192887139506638050079345703125,0.03919842717887019045708285602813703007996082305908203125,0.1359404243200696138504923737855278886854648590087890625,-0.0211641175820487074943354599554368178360164165496826171875,-0.11139877652183376166572514875952037982642650604248046875,-0.051731762046078287597961065102936117909848690032958984375,0.030626343361497575246144009497584193013608455657958984375,0.321246092988158149506006111550959758460521697998046875,-0.09807060784565481414976062524146982468664646148681640625,-0.2391624045920625329930686575607978738844394683837890625,0.054489497655084838390049384315716451965272426605224609375,-0.1982647208030471619455425980049767531454563140869140625,-0.007821298166467018087022466943381004966795444488525390625,-0.11094685486660103845846236936267814598977565765380859375,-0.11690609247252560509711116765174665488302707672119140625,-0.06176210528088445228522829211215139366686344146728515625,-0.008842591525276673192212939511591685004532337188720703125,0.06632234318742584455730337822387809865176677703857421875
0.457102777866127463202161607114248909056186676025390625,-0.2272263363441402173048544455014052800834178924560546875,0.037463654125080202150765984470126568339765071868896484375,0.24213358385668060090978315201937220990657806396484375,0.1366126372313725967355679813408642075955867767333984375,0.205448876492411225402889840552234090864658355712890625,0.1415871537822488146485255811057868413627147674560546875,0.06264569785965086456958061944533255882561206817626953125,0.1501872993826110780357652174643590115010738372802734375,-0.185128382639216548799510064782225526869297027587890625,0.030413624878185545330477879133468377403914928436279296875,-0.05754766338101706402152757391377235762774944305419921875,-0.491553720327709109394476172383292578160762786865234375,-0.285514356047521344894590811236412264406681060791015625,-0.0843728949943562123170437416774802841246128082275390625,0.040881686332067845857096699546673335134983062744140625,0.12466096582732977271490426574018783867359161376953125,0.02864495152687714096817472864131559617817401885986328125,0.09265386867961765415824260117005906067788600921630859375,0.446999732145765216184685186817659996449947357177734375,0.1470748645309925273227946718179737217724323272705078125,-0.12372113379665250487704497572849504649639129638671875,-0.253954267304591307929939603127422742545604705810546875,0.135909533174067898020354050458990968763828277587890625
-0.144940724107313789748019416947499848902225494384765625,-0.350318803921705168580302824921091087162494659423828125,0.192585908936073690878032493856153450906276702880859375,0.1032270356083191675811150389563408680260181427001953125,0.07376166350619010880773629423856618814170360565185546875,0.2232825335572910241399569031273131258785724639892578125,-0.227608393119157981221434283725102432072162628173828125,0.187254599606353711038764231489039957523345947265625,0.466573392196765690531634618309908546507358551025390625,-0.2074194444362714995211405266672954894602298736572265625,0.104149820114167457330012211969005875289440155029296875,0.1637434865006273942977799151776707731187343597412109375,0.0127076014322301360237599254787710378877818584442138671875,-0.09644111000463832794604712717045913450419902801513671875,-0.262864862132025700613979779518558643758296966552734375,0.258102504292661516505091867657029069960117340087890625,0.052638012358997531003890202327966107986867427825927734375,0.313162465628363972935943593256524764001369476318359375,0.07173140483327809791003204509252100251615047454833984375,-0.09941460807180713121766757467412389814853668212890625,0.46512896444603202272816133699961937963962554931640625,0.181294212515424713050293803462409414350986480712890625,-0.0111723618599813660778874435663965414278209209442138671875,-0.25020513776590680432576618841267190873622894287109375
-0.16942312312745533287028365521109662950038909912109375,-0.07858578888289267927458325857514864765107631683349609375,-0.1838606908301912146175283169213798828423023223876953125,0.162118169138268652940126912653795443475246429443359375,-0.01757793678622783517528915808725287206470966339111328125,-0.3056856676692174534792911799740977585315704345703125,0.180493960169670730753210818875231780111789703369140625,-0.040844729924484533822859333440646878443658351898193359375,0.28065319483752515505869951084605418145656585693359375,-0.278243539484531066108274899306707084178924560546875,-0.2819681611858999570330297501641325652599334716796875,-0.277094962864337712726836571164312772452831268310546875,0.2012110055162204813594684083000174723565578460693359375,-0.1346459762224866130164713240446872077882289886474609375,0.1829746799693473813253064008677029050886631011962890625,0.055936119547921707428894677605057950131595134735107421875,0.09683746842620812034230226572617539204657077789306640625,0.06363709342390953815904452994800521992146968841552734375,0.05381892133830094848701008913849364034831523895263671875,-0.1888169472374865154318257509657996706664562225341796875,0.119385234159778030882392840794636867940425872802734375,0.190220221620041651799937199029955081641674041748046875,0.0713905026235796269507005717969150282442569732666015625,-0.302206903992268516301322733852430246770381927490234375
0.2219478747362499948536651572794653475284576416015625,0.2121345643860126639612673216106486506760120391845703125,0.32169512946233791428340964557719416916370391845703125,0.01975303423114212197919670188639429397881031036376953125,-0.01315272857902628246551390844842899241484701633453369140625,-0.244377416348774800791687766832183115184307098388671875,0.1849717877182666392332777149931644089519977569580078125,-0.432581609547862122600037082520429976284503936767578125,0.20993090876790432286469467726419679820537567138671875,0.1355713879212502026572195745757198892533779144287109375,-0.184002531752065323633615889775683172047138214111328125,-0.29524693991557027228367360294214449822902679443359375,-0.0874137081313652031244743056959123350679874420166015625,0.308744833737503443504834876875975169241428375244140625,-0.06570250276096430142036552979334373958408832550048828125,-0.13480557111546664916801319122896529734134674072265625,-0.075506131536517362423666099857655353844165802001953125,0.043207346587075930177679339294627425260841846466064453125,0.045720024359406287450813266559634939767420291900634765625,-0.06925616460349441616539678534536506049335002899169921875,0.373562901748856257544417758253985084593296051025390625,-0.342652474340051471646262370995827950537204742431640625,-0.12171656383781635779595120538942865096032619476318359375,0.20704202859854625717872522727702744305133819580078125
0.254977064911846296180186755009344778954982757568359375,0.252125394626886267790411011446849443018436431884765625,0.0774644488254087881795584280553157441318035125732421875,0.267448504732362535296630312586785294115543365478515625,-0.13388597431799709180921809092978946864604949951171875,-0.047507360079448453238359917349953320808708667755126953125,0.0283101548551276949172716967950691469013690948486328125,0.031735121394824560014935599383534281514585018157958984375,-0.250039105711303444312676447225385345518589019775390625,-0.2197386294533994754996086840037605725228786468505859375,0.021979722040623268786152522125121322460472583770751953125,-0.08064857623344696968548106497109984047710895538330078125,0.255198353346667017316207193289301358163356781005859375,-0.08822593353890072209733119734664796851575374603271484375,-0.005578123993815380619876176382376797846518456935882568359375,-0.18430522416979278066406777725205756723880767822265625,0.0221243049965118392108376355054133455269038677215576171875,0.1526715972199582938007011989611783064901828765869140625,0.035828998672324884056106242269379436038434505462646484375,0.1461449962494334731122336279440787620842456817626953125,-0.1257538458727889274513245254638604819774627685546875,0.12076947860817115187881398696845280937850475311279296875,0.288218144353175997895988302843761630356311798095703125,-0.059550206124689399056482130845324718393385410308837890625
-0.11365940768749323297459596915359725244343280792236328125,0.1028714049176839007149197868784540332853794097900390625,-0.1942470356831001720987472936030826531350612640380859375,-0.08748988339187414864372982492568553425371646881103515625,-0.1550138589865754090713068080731318332254886627197265625,0.075238816713478484654586964097688905894756317138671875,-0.031580478619243589066822863742345361970365047454833984375,0.035023620899041367493520482412350247614085674285888671875,0.1516031925250556910977905999970971606671810150146484375,-0.17580333587634366931951035439851693809032440185546875,0.0793311934053691214518977403713506646454334259033203125,0.07014626114435197623553364110193797387182712554931640625,-0.0237674061587246528148842372729632188566029071807861328125,0.079979185696715637821085920222685672342777252197265625,-0.09589898169453429932485022391119855456054210662841796875,-0.040655004809674523402751589173931279219686985015869140625,0.01542350587255251863350036245492447051219642162322998046875,-0.1261351973468098908170986760524101555347442626953125,-0.305974519961617785757113097133697010576725006103515625,-0.08578720771798202526792209710038150660693645477294921875,0.0915534692153348317322780758331646211445331573486328125,-0.296249119323502174694340283167548477649688720703125,-0.305803350386063377275291941259638406336307525634765625,-0.0752681282692150566138167278040782548487186431884765625
-0.000736328148091550918792613789065626406227238476276397705078125,-0.1136209476846890276124923957468126900494098663330078125,0.0245119045324276203789981565250855055637657642364501953125,0.0525287547283358746685877349591464735567569732666015625,0.1191184784447678612906429407303221523761749267578125,-0.161983519619431637348583308266825042665004730224609375,0.1440452403373668754937853009323589503765106201171875,-0.01250376072879398441084486393037877860479056835174560546875,0.06055571620826817602623037828379892744123935699462890625,-0.3500277536548745960232054130756296217441558837890625,-0.1221932469208221461176577804508269764482975006103515625,0.227009100989981005280782255795202217996120452880859375,0.309696784123040413927441250052652321755886077880859375,-0.08687819147921833906611510656148311682045459747314453125,-0.08058373194397432104363332427965360693633556365966796875,-0.0444529717321546780084418060141615569591522216796875,0.477048609872016859956289636102155782282352447509765625,0.09419231208822688439230574886096292175352573394775390625,-0.081195322090164001593848297488875687122344970703125,-0.00833111457608101159399982549302876577712595462799072265625,-0.0905503819928925313131884422546136192977428436279296875,0.79262598180601429032066107538412325084209442138671875,0.054480602912587987318726590046935598365962505340576171875,0.192523919423794931393700835542404092848300933837890625
