0.02355969221638286315023691486203460954129695892333984375,-0.212625692651916498032704794240999035537242889404296875,0.0608062706259022422994320322686689905822277069091796875,0.1470638152301167733693176842280081473290920257568359375,-0.01909342838053251778518415449070744216442108154296875,0.30489160002668536098013873925083316862583160400390625,0.132934026722963116728948307354585267603397369384765625,0.1148873808925049144757934982408187352120876312255859375,-0.037451696441152572403243681264939368702471256256103515625,0.062094592284513451529992522637257934547960758209228515625,0.173693398176254787390604406027705408632755279541015625,0.00469077694491502363016710575038814567960798740386962890625,0.21750639154626505433753891338710673153400421142578125,-0.1406910426545462666769736870264750905334949493408203125,-0.035008241936076052447379680643280153162777423858642578125,0.042307930640000872279937738085209275595843791961669921875
0.0028527919323722747933780308216000776155851781368255615234375,0.157628519464605432176540489308536052703857421875,-0.1257116894548696850453239903799840249121189117431640625,0.15300644176393018991433336850604973733425140380859375,0.0297827810539529093392108194393586018122732639312744140625,0.0198876900194192400561643552237001131288707256317138671875,0.219027201937100624018484040789189748466014862060546875,0.0374823691326096331000172767744516022503376007080078125,0.1787499947292997271031111949923797510564327239990234375,0.2942381841130436992415297936531715095043182373046875,-0.1345754300965016081459424412969383411109447479248046875,-0.056810596863220604035848992907631327398121356964111328125,0.30771046414292146931046545432764105498790740966796875,-0.040498417319310538176058145154456724412739276885986328125,-0.1415216477759130009328458754680468700826168060302734375,-0.352166485074377588748717471389682032167911529541015625
0.07084345434983833900144389872366446070373058319091796875,0.061803265493861968271627205240292823873460292816162109375,0.274343258101815312688387393791344948112964630126953125,-0.273129090338900482048956064318190328776836395263671875,-0.2012319962813180485028397015412338078022003173828125,0.09999842652453021230041230182905565015971660614013671875,0.237200939037632896333462895199772901833057403564453125,0.1656472439979017885480772065420751459896564483642578125,-0.2935136471061732255094511856441386044025421142578125,-0.0719998788087881369524012598049012012779712677001953125,0.1466937658311968928348534291217220015823841094970703125,0.243144651203605288714015841833315789699554443359375,-0.02010397451161026471933013226589537225663661956787109375,0.05596347232163202678467683881535776890814304351806640625,-0.296026347509985965356094084199867211282253265380859375,-0.031099901789962115794541119839777820743620395660400390625
-0.0272663072739932239862969964860894833691418170928955078125,-0.277855669951703188047531511983834207057952880859375,-0.08118149069054007849199905422210576944053173065185546875,0.1267680293693571602631209316314198076725006103515625,-0.08880192461709933426927676691775559447705745697021484375,0.459544616670668204516658761349390260875225067138671875,-0.2155622923321750261660412206765613518655300140380859375,0.1142112071677400531033441666295402683317661285400390625,0.07672674700439312267530311828522826544940471649169921875,-0.055706628431911930920961140145664103329181671142578125,0.0531701436282771833230498259581509046256542205810546875,0.223479758953599672022249933434068225324153900146484375,-0.049780877449800454981332364923218847252428531646728515625,-0.10492026044581957699985963472499861381947994232177734375,0.1981744324679346191953044353795121423900127410888671875,-0.115087577382841199646890117946895770728588104248046875
-0.08283808327040174945832262665135203860700130462646484375,-0.2442135372557258377046451869318843819200992584228515625,0.4897257618898624986769618772086687386035919189453125,-0.1466707805105173234583304520128876902163028717041015625,-0.22259245081637590857326358673162758350372314453125,0.044622830756780591798804636027853121049702167510986328125,0.0416806330449630280110540070381830446422100067138671875,0.1855913414959911023061067680828273296356201171875,0.05519994988885212894302867425722070038318634033203125,-0.1532179104987233808632396403481834568083286285400390625,0.336108189799934342634202266708598472177982330322265625,-0.2436324310823940464398873473328421823680400848388671875,0.06005168486082386458679849283726071007549762725830078125,0.2241212107712907408707536660585901699960231781005859375,-0.112983269842724387554966369862086139619350433349609375,0.136742125963976779434716490868595428764820098876953125
-0.05452044724567904621093106243279180489480495452880859375,-0.10567699059046230247727038431548862718045711517333984375,0.308519143764076464453438575219479389488697052001953125,-0.01458663586337089097810792992504502763040363788604736328125,0.1842576314191004815956631546214339323341846466064453125,0.1714231664348198069802720056031830608844757080078125,0.426825239635261810544619720531045459210872650146484375,-0.02806739375037224648590239439727156423032283782958984375,-0.09213488798843576244035347144745173864066600799560546875,-0.223898152387849880273762437354889698326587677001953125,-0.0151331979455424370240024245504173450171947479248046875,0.151150554664869318788333885095198638737201690673828125,-0.162101608176624389923148328307433985173702239990234375,-0.0228987989214311203622909118848838261328637599945068359375,-0.0872975644661503624721632377259084023535251617431640625,-0.061332570915210209150369990993567625992000102996826171875
0.28990358585274134117781841268879361450672149658203125,-0.06829169624081100897772245161831961013376712799072265625,0.2270112249255074876597149113877094350755214691162109375,-0.0143174653128829536263832977738275076262652873992919921875,0.2222833566253250847655209554432076402008533477783203125,0.06602322955258897729802214371375157497823238372802734375,0.07383122668364550111874677895684726536273956298828125,0.088340997734426718324129979009740054607391357421875,-0.031369150576386652107263586231056251563131809234619140625,-0.00879624778802947683564728009741884307004511356353759765625,0.1443536551297025793960671080640167929232120513916015625,-0.1591826970540895225258992695671622641384601593017578125,0.244259837555986958346210258241626434028148651123046875,0.07969262986384288705021816667795064859092235565185546875,0.061055224822450605837165227285368018783628940582275390625,0.384265902027902506166157081679557450115680694580078125
-0.1324865246734589774302293108121375553309917449951171875,-0.117799900709823324174152503474033437669277191162109375,-0.1638040204428337087705358499079011380672454833984375,0.26537246561401317546113887146930210292339324951171875,0.1246601641301222918034596887082443572580814361572265625,-0.1099262591759624374532222645939327776432037353515625,0.005099649767489098685369075525386506342329084873199462890625,-0.06184589286559737109083556561017758212983608245849609375,0.10599258101375852447745273821055889129638671875,0.1942396213649034975023965898799360729753971099853515625,-0.12437560755996612815721391598344780504703521728515625,0.1425139697934554305902565829455852508544921875,0.0860948008223505478753168063121847808361053466796875,-0.2165734700654982081147181816049851477146148681640625,0.0832590843512837353035394016842474229633808135986328125,-0.1428442745259353718889627771204686723649501800537109375
-0.310085243876343230606806855575996451079845428466796875,0.07486219844708623394335944567501428537070751190185546875,0.039110497821247820759982261051845853216946125030517578125,0.52191739543451964866704884116188623011112213134765625,-0.1456343782478339565766844998506712727248668670654296875,-0.101969003244805289654095759033225476741790771484375,-0.0241904217849438669951656066814393852837383747100830078125,0.1515864425896780443014932870937627740204334259033203125,-0.1554886375708270651596620837153750471770763397216796875,0.080745337815402773440354167178156785666942596435546875,0.05542107497920457925832948831157409586012363433837890625,0.0112998187519957223046151995049513061530888080596923828125,-0.350800420894271602900715834039147011935710906982421875,0.3402092490429342586111260970938019454479217529296875,-0.090724901841392424639565206234692595899105072021484375,-0.120612656574923537977639398377505131065845489501953125
-0.41061958037006096589038861566223204135894775390625,0.298670331696795854359294253299594856798648834228515625,-0.0210720638474561107467142306859386735595762729644775390625,0.057290442215112057089410058097200817428529262542724609375,-0.17078148266111925490662315496592782437801361083984375,-0.250620056427432957857348583274870179593563079833984375,-0.2123596711223558475278849755341070704162120819091796875,0.10369969338021915727932054096527281217277050018310546875,0.2607798127285565481514595376211218535900115966796875,-0.44298230057301724027496447888552211225032806396484375,0.30528669570982136516335003761923871934413909912109375,0.280463410626434761496739156427793204784393310546875,-0.1322204854833806952907337972646928392350673675537109375,-0.24136736731684049761526011934620328247547149658203125,0.146960522894644451952217423240654170513153076171875,-0.04011852428893634969764292463878518901765346527099609375
