-20543062567.0211639404296875,-333383.4726229693624190986156463623046875,1253847.23665987444110214710235595703125,-5437868.6153609566390514373779296875,-278184.3665857219020836055278778076171875,782066.64321549772284924983978271484375,641776.61218564561568200588226318359375,-767815.067866859841160476207733154296875,-5130178.825286529958248138427734375,774312.86549589806236326694488525390625,669094.444638449815101921558380126953125,-1608780.95203410298563539981842041015625,1939467.8214120646007359027862548828125,671569.94483391591347754001617431640625,-681382.012197989388369023799896240234375,224801.39091376881697215139865875244140625
225925.09560058332863263785839080810546875,-23689.54092021577889681793749332427978515625,-15192.4236501249179127626121044158935546875,5282199.434252689592540264129638671875,-1416306.6350813056342303752899169921875,754067.950858090422116219997406005859375,288152.779968359856866300106048583984375,87384.01570160509436391294002532958984375,1710059.65896166418679058551788330078125,23820138.9989134185016155242919921875,-333887.995818524621427059173583984375,58381.688517910442897118628025054931640625,1663479.86215615156106650829315185546875,-3853161.821126110851764678955078125,-991995.48844487010501325130462646484375,383493.299369124346412718296051025390625
-502135141.8662593364715576171875,-8142.2050358250935460091568529605865478515625,30565.19863476010141312144696712493896484375,-132927.8311633951379917562007904052734375,-6791.42307712012916454114019870758056640625,19115.99262235517016961239278316497802734375,15685.12063211857457645237445831298828125,-18766.58967408351236372254788875579833984375,-125254.592431954559287987649440765380859375,18921.92375624600026640109717845916748046875,16339.385405842518593999557197093963623046875,-39324.8930711976208840496838092803955078125,47451.579671989442431367933750152587890625,16414.06376483504936913959681987762451171875,-16631.77311240126073244027793407440185546875,5497.3347918070367086329497396945953369140625
5527.5284923714034448494203388690948486328125,-577.5072471058332439497462473809719085693359375,-365.47131177481077202173764817416667938232421875,129105.912674219012842513620853424072265625,-34631.801145990713848732411861419677734375,18430.98975305424028192646801471710205078125,7042.4811960123543030931614339351654052734375,2137.60593439207195842755027115345001220703125,41649.5389665477923699654638767242431640625,582224.7506547509692609310150146484375,-8150.6295718898463746882043778896331787109375,1423.8400085451357881538569927215576171875,41137.4299331446745782159268856048583984375,-94195.883890013326890766620635986328125,-24250.80240491710355854593217372894287109375,9374.083304078614673926495015621185302734375
1089378999.0439836978912353515625,17685.676900230508181266486644744873046875,-66370.95183992854435928165912628173828125,288378.1998485433286987245082855224609375,14748.968247138918741256929934024810791015625,-41477.8727585147935315035283565521240234375,-34026.202971027858438901603221893310546875,40725.8237204791294061578810214996337890625,272063.20869493670761585235595703125,-41095.10818649642169475555419921875,-35483.9343534590225317515432834625244140625,85288.08037800589227117598056793212890625,-102900.35101529888925142586231231689453125,-35624.44413246717886067926883697509765625,36115.6994703991731512360274791717529296875,-11918.275884255765049601905047893524169921875
-11979.562559071995565318502485752105712890625,1261.312359694928090902976691722869873046875,806.537849622683779671206139028072357177734375,-280190.5161762467469088733196258544921875,75146.939854711250518448650836944580078125,-40001.44812077120877802371978759765625,-15279.221724423901832778938114643096923828125,-4631.447986789762580883689224720001220703125,-90139.209205693085095845162868499755859375,-1262837.76691417978145182132720947265625,17684.9778465201743529178202152252197265625,-3098.56682668669645863701589405536651611328125,-87720.000251580378971993923187255859375,204321.255358640453778207302093505859375,52607.6908071966099669225513935089111328125,-20336.47523498309237766079604625701904296875
1054375970.83636558055877685546875,17105.17367391817606403492391109466552734375,-64231.8476149452035315334796905517578125,279107.852770240162499248981475830078125,14271.841807703794984263367950916290283203125,-40106.6143152472213841974735260009765625,-32937.615893617374240420758724212646484375,39406.34329958379385061562061309814453125,263209.834840069641359150409698486328125,-39733.08612462101154960691928863525390625,-34343.6509350994383567012846469879150390625,82577.69323349904152564704418182373046875,-99591.36706964319455437362194061279296875,-34471.0486228427544119767844676971435546875,34941.1194228799940901808440685272216796875,-11539.397098133080362458713352680206298828125
-11597.920917440273115062154829502105712890625,1212.2415284701319251325912773609161376953125,773.5334491793329334541340358555316925048828125,-271111.012911318917758762836456298828125,72669.531042504342622123658657073974609375,-38708.6106356811433215625584125518798828125,-14788.88882605352046084590256214141845703125,-4484.547293019031712901778519153594970703125,-87866.399161077672033570706844329833984375,-1222672.64933031238615512847900390625,17121.49645228426015819422900676727294921875,-2995.497736910119783715344965457916259765625,-85500.75188760110177099704742431640625,197787.61350284653599373996257781982421875,50917.7126193169897305779159069061279296875,-19682.9117903921869583427906036376953125
33465122.7481514401733875274658203125,540.3288825003922966061509214341640472412109375,-2091.22803086336034539272077381610870361328125,8859.598086387870353064499795436859130859375,447.69873205586685571688576601445674896240234375,-1286.645478724806025638827122747898101806640625,-1045.663895038468808706966228783130645751953125,1252.429006636560416154679842293262481689453125,8339.154458222285029478371143341064453125,-1259.237618801614871699712239205837249755859375,-1085.97072153190993049065582454204559326171875,2620.041112733002591994591057300567626953125,-3213.2611712134175832034088671207427978515625,-1091.558146283087580741266719996929168701171875,1049.819110296254393688286654651165008544921875,-370.51627502073444020425085909664630889892578125
-372.5564206793123958050273358821868896484375,35.879290767827768604547600261867046356201171875,25.51244186773883626528913737274706363677978515625,-8565.428844251871851156465709209442138671875,2342.36896001770583097822964191436767578125,-1215.746428050075110149919055402278900146484375,-470.4336049089973812442622147500514984130859375,-144.8327675067813515852321870625019073486328125,-3055.12758122534114590962417423725128173828125,-38962.16975101621937938034534454345703125,559.6462579651182522866292856633663177490234375,-92.4672495009538550903016584925353527069091796875,-4065.27446219468765775673091411590576171875,6285.9031151077360846102237701416015625,1615.289988186690379734500311315059661865234375,-625.3197571894739894560188986361026763916015625
