0.147171495562404164303416109760291874408721923828125,-0.193580311353207024094302823868929408490657806396484375,0.07636622315561154838992052873436477966606616973876953125,0.049361560220066748316813942665248760022222995758056640625,-0.0006143325129922216042144267333924290142022073268890380859375,0.0032650970141284052679353511194904058356769382953643798828125,-0.05101132380710234059950636265057255513966083526611328125,-0.0309603238184546734890201236112261540256440639495849609375,0.2092100451039742292635992271243594586849212646484375,-0.289817645777693144726328000615467317402362823486328125,0.491790968589293220336600143127725459635257720947265625,-0.219718383187181232063522884345729835331439971923828125,-0.2371379094425856981498412778819329105317592620849609375,0.006243437321544310393550691884456682601012289524078369140625,-0.329559790084593462466955315903760492801666259765625,-0.03796263143151533403507613684269017539918422698974609375
0.1216252902896879373173533167573623359203338623046875,0.12236877435967168092911805388212087564170360565185546875,-0.30388126517264157921971445830422453582286834716796875,-0.036724834764346576954086032174018328078091144561767578125,-0.2359147755660345457950910486033535562455654144287109375,0.2373257972832333029256091094794101081788539886474609375,0.0548693807335813577008565289361285977065563201904296875,0.394325160529872376091731212000013329088687896728515625,-0.09105361282574576942128175005564116872847080230712890625,-0.01095373055109648795235610663212355575524270534515380859375,0.173255082310848462778807288486859761178493499755859375,-0.0825831950783183776909623929896042682230472564697265625,-0.128509551331795091044796208734624087810516357421875,0.2064728765648846942060146147923660464584827423095703125,-0.0264699679936261263180075076206776429899036884307861328125,0.2056289457886882610093692846930935047566890716552734375
-0.0159781758716250922580659477034714655019342899322509765625,-0.05523806902339477298280456807333393953740596771240234375,0.02451562133463429382640441644980455748736858367919921875,-0.011966992442465518298178039913182146847248077392578125,0.070189269700736078849701016224571503698825836181640625,0.13903467882171194336393682533525861799716949462890625,-0.1486839927976567887757397556924843229353427886962890625,-0.00625386849116292033168296171652400516904890537261962890625,-0.07339249211248079218794515554691315628588199615478515625,0.30889156092789515906105179965379647910594940185546875,0.336431335908179141025442504542297683656215667724609375,-0.04288685987091268858595327628790982998907566070556640625,0.023600816684722018823361366912649828009307384490966796875,0.04996434833594622093588810685105272568762302398681640625,-0.2124255510566193383414912432272103615105152130126953125,-0.277165154235522959158544153979164548218250274658203125
0.183636642894494384048442725543281994760036468505859375,0.0379605929724403934333309962312341667711734771728515625,-0.5980312969457219907098988187499344348907470703125,-0.1006223646917632219555116535048000514507293701171875,-0.0188129115751748121621034215422696433961391448974609375,0.08189286093331560323349549435079097747802734375,-0.09769710514886047192373297320955316536128520965576171875,0.13941925753140915755778905804618261754512786865234375,0.54220286762604297248202556147589348256587982177734375,-0.059739885395003466950214487951598130166530609130859375,0.09223029928366111018789297304465435445308685302734375,-0.150141073886269627024603323661722242832183837890625,0.19297139358738635284140627845772542059421539306640625,-0.18284986926850133048816360314958728849887847900390625,0.2057340070581411828332107916139648295938968658447265625,-0.0295081268710527915011265776001891936175525188446044921875
0.027997194531449325072269829206561553291976451873779296875,-0.032715065453228629743787081451955600641667842864990234375,-0.090298456258793347029012466009589843451976776123046875,0.108163011533317587886671162777929566800594329833984375,-0.034766762965337739965665520003312849439680576324462890625,0.06673757471508180716401881227284320630133152008056640625,0.06874948574722340721709912259029806591570377349853515625,-0.061324106962518949714979754617161233909428119659423828125,-0.305732056028186871543539382400922477245330810546875,-0.163097818496397539700382139926659874618053436279296875,-0.0274928552064754756767417376295270514674484729766845703125,-0.0171751885800116542435400646127163781784474849700927734375,0.1271171406671509629404681618325412273406982421875,0.1444343816349893117045866119951824657618999481201171875,0.128930517961412360872230919994763098657131195068359375,0.351997627034216387098553013856871984899044036865234375
-0.1140972742190526079131274173050769604742527008056640625,0.2459807332808733038032045215004472993314266204833984375,0.07643828367431028392164904516903334297239780426025390625,-0.21139164728402182191757674445398151874542236328125,-0.05548491927420318159391854351270012557506561279296875,-0.009910996116204440209429549213382415473461151123046875,0.1216248207445939366611042942167841829359531402587890625,-0.12854394065381280487514459309750236570835113525390625,0.0646303671559119441436536135370261035859584808349609375,0.1639573829037372088013313486953848041594028472900390625,-0.322163959852657166837985869278782047331333160400390625,0.0158160259881066668496973903756952495314180850982666015625,0.2229209454288561820245462286038673482835292816162109375,0.2053970832796971623945836427083122543990612030029296875,-0.08955339292421753139006312949277344159781932830810546875,0.25854479916233763514554766516084782779216766357421875
0.54775137940141649384173661019303835928440093994140625,-0.358592860703995486293393923915573395788669586181640625,-0.317266953356283798459713807460502721369266510009765625,-0.0291462760293011331758084025977950659580528736114501953125,-0.1171215396122743113149766713831922970712184906005859375,0.0676724421147981425317396997343166731297969818115234375,-0.00496283462950687474790623099352160352282226085662841796875,-0.09239751401378816508813685004497529007494449615478515625,0.284807287486953553123925075851730071008205413818359375,-0.00970455969516781369321734018740244209766387939453125,0.1283280973225710830387669147967244498431682586669921875,-0.2572925256712019770333199630840681493282318115234375,0.158838493508633826767351138187223114073276519775390625,-0.5380804440646975717044142584200017154216766357421875,0.01745941789073356120720603712470619939267635345458984375,-0.007005806519607827957674128782628031331114470958709716796875
0.00886240881290882402676611917513582739047706127166748046875,-0.06270868142221196206431699238237342797219753265380859375,0.057720200652302038057950284155594999901950359344482421875,0.017009543165923797503058523261643131263554096221923828125,0.07038213009247558382686094091695849783718585968017578125,-0.138232407664056256013651591274538077414035797119140625,0.13489399564607496007084819211740978062152862548828125,-0.088326507520274544216221102033159695565700531005859375,-0.1418604873909437291690238680530455894768238067626953125,-0.041467390963128784864277776023300248198211193084716796875,-0.00886557914436342762998233268945114105008542537689208984375,0.06744016739736746757216678815893828868865966796875,0.223692649714083369172357151910546235740184783935546875,0.1440881936287753128933530888389213941991329193115234375,-0.27784922844644810435710269302944652736186981201171875,0.282430891317345611479794342812965624034404754638671875
0.01452424903284018666005383835226894007064402103424072265625,-0.6408588286674155032329736059182323515415191650390625,0.29446834849896019736803509658784605562686920166015625,-0.28356639747891154712533534620888531208038330078125,-0.143908200686161558135012228376581333577632904052734375,-0.204224070352372166770038575123180635273456573486328125,0.0181361759948071750436771054637574707157909870147705078125,-0.0871304052964867181696462239415268413722515106201171875,-0.251318760597320889349504113852162845432758331298828125,0.10485550308725201384962844031178974546492099761962890625,-0.363289399065237661456961859585135243833065032958984375,-0.375894643711496001525773635876248590648174285888671875,-0.1323211442281804484100149466030416078865528106689453125,-0.607955860450403395844887199928052723407745361328125,0.208010266839362023549853120130137540400028228759765625,0.142628717543744010232131813609157688915729522705078125
0.301634030462037350250881218016729690134525299072265625,-0.06402066168999785700233218221910647116601467132568359375,-0.393735957122932855867247781134210526943206787109375,0.303248662022781834135543022057390771806240081787109375,-0.060299916511531138907376003999161184765398502349853515625,-0.0317123707002266164156623062808648683130741119384765625,-0.11004566820705137530911343901607324369251728057861328125,-0.0807505404370244261880174008183530531823635101318359375,-0.0769098938136959231481881715808412991464138031005859375,-0.076015347316420289747185279338737018406391143798828125,-0.057305310302802885125128540266814525239169597625732421875,-0.001959686257607800956292987137885575066320598125457763671875,0.055752786778822394087029579168302007019519805908203125,-0.101618385241431796739419723962782882153987884521484375,0.25648563925642420269213062056223861873149871826171875,-0.41892123031377381803253001635312102735042572021484375
