-0.057209816091630179279992063356985454447567462921142578125,0.01744040259853545105084293709296616725623607635498046875,0.0116356932820883378354448467462134431116282939910888671875,-0.1669477409441879889318016694232937879860401153564453125,-0.012257955989953044084739275376705336384475231170654296875,-0.12415252990299430191356577779515646398067474365234375,-0.340202084900202705863847540967981331050395965576171875,-0.1509248866247422660169519303963170386850833892822265625,0.1541513395765067573339734963155933655798435211181640625,0.127268537016096694447497839064453728497028350830078125,0.15152826808799180202669276695814915001392364501953125,-0.353043914194189678568136514513753354549407958984375,0.230144393256512203027597252003033645451068878173828125,0.2137771059078448498969038382711005397140979766845703125,-0.0168193358997391455289527328886833856813609600067138671875,0.152960703886161064612991822286858223378658294677734375
-0.270526923722151535489643947585136629641056060791015625,-0.045358645296483458830838486619541072286665439605712890625,0.06436159745746898586116202523044194094836711883544921875,-0.2989572569862961604059137243893928825855255126953125,-0.11655010453967810934994275839926558546721935272216796875,-0.11464335795622197788912188798349234275519847869873046875,0.4431029091482934223478196145151741802692413330078125,0.34813183445337136934227828533039428293704986572265625,-0.36541044113286658134853723822743631899356842041015625,-0.1481670313603182520534318200589041225612163543701171875,0.26477162174915547243614355465979315340518951416015625,-0.418186402219421216042150035718805156648159027099609375,-0.131651059982017260008291259509860537946224212646484375,0.109012261370085294931442376764607615768909454345703125,-0.11302887314778009564264493747032247483730316162109375,-0.1911481284084504961295891689587733708322048187255859375
0.1255436956927518943327726219649775885045528411865234375,0.35254857948950413248923041464877314865589141845703125,-0.29121846609321322407737397952587343752384185791015625,0.08952105086128232802611393026381847448647022247314453125,0.321249202904750619236295960945426486432552337646484375,0.2277213269257598593497959882370196282863616943359375,0.360412000840633683917957341691362671554088592529296875,0.1663282852315120796671266134580946527421474456787109375,0.0021727031205992582314767691542556349304504692554473876953125,-0.0228731242634093549781493237560425768606364727020263671875,0.29177536205772713895356673674541525542736053466796875,0.1612265448711691917527133455223520286381244659423828125,0.178580408656518307974891968115116469562053680419921875,-0.0552996954317140632095828323144814930856227874755859375,0.255648958415245985964503461218555457890033721923828125,-0.163549300953799991997783536135102622210979461669921875
0.396651751428304055746565381923574022948741912841796875,-0.25298691826430330653607825297513045370578765869140625,-0.152189501027526985499349621022702194750308990478515625,0.295668555971196289622326958124176599085330963134765625,-0.2141588613555300835145089877187274396419525146484375,0.039812337494311698937732302283620811067521572113037109375,0.08362520493397614107511373049419489689171314239501953125,-0.08459951519259849284093633059455896727740764617919921875,0.09546337579198803380275961671941331587731838226318359375,-0.02045854051078872803959285420205560512840747833251953125,0.026556874264927636530853050089717726223170757293701171875,0.2285482654386652712208416460271109826862812042236328125,-0.003052270066297162361135253405564071726985275745391845703125,-0.03318749086384466251420377602698863483965396881103515625,0.33472249601311043765150543549680151045322418212890625,-0.395169767318422626711793554932228289544582366943359375
-0.14490045846032018062032875604927539825439453125,0.06515791552292149457770165099645964801311492919921875,-0.0201407614098637992305906863066411460749804973602294921875,0.08094600664057904904069573603919707238674163818359375,0.1825881077966947374502382217542617581784725189208984375,0.068929961552235907706887019230634905397891998291015625,0.25707573133202232806837628231733106076717376708984375,-0.1783988282961837812390371027504443190991878509521484375,-0.30862758680072321926246559087303467094898223876953125,-0.0944096470743240046008537547095329500734806060791015625,0.137423412002489586658526832252391614019870758056640625,0.08710279086725598862717134807098773308098316192626953125,-0.1345124654296281085930075960277463309466838836669921875,-0.087307904573977912487947605768567882478237152099609375,0.034197050709940925161678393351394333876669406890869140625,-0.09826192339816215703951485238576424308121204376220703125
-0.2036350868669906943875247407049755565822124481201171875,-0.416000530513721378245151072405860759317874908447265625,0.16477037299891694743791958899237215518951416015625,-0.2438766120557607497421059861153480596840381622314453125,0.012444048244392581781259110584869631566107273101806640625,-0.047241406211221033395464274917685543186962604522705078125,-0.12099092020569283956188399997699889354407787322998046875,-0.380570178762516475590160780484438873827457427978515625,-0.1267015002598003980960328362925793044269084930419921875,-0.234834999708999847545243255808600224554538726806640625,0.04400565803822405197553990774395060725510120391845703125,0.178903278636641294152553882668144069612026214599609375,-0.12495329752754714969231741861221962608397006988525390625,-0.2082299758611969309196609856371651403605937957763671875,0.11900675352329216638569420183557667769491672515869140625,-0.0259160001964803508867074555155340931378304958343505859375
-0.25382289341637520596606236722436733543872833251953125,0.0261228025151866681541346082440213649533689022064208984375,0.0490115316470177975194388864110806025564670562744140625,-0.195671636140151983251911360639496706426143646240234375,0.0186150343465613377080813961583771742880344390869140625,-0.126509891518231831764040862253750674426555633544921875,0.1512018542175001811767032222633133642375469207763671875,-0.08471345470639397856604801972935092635452747344970703125,0.034011884251139677670661143338293186388909816741943359375,0.130823423520689263721550332775223068892955780029296875,0.2082592234788057938832395166173228062689304351806640625,0.11226953815404826231283408333183615468442440032958984375,0.173505949104495960089167283513233996927738189697265625,-0.228258424982352270404817318194545805454254150390625,-0.08425065929004672826696520360201247967779636383056640625,-0.2002868371813882053533717453319695778191089630126953125
-0.324615969423022454609650822021649219095706939697265625,0.2282502293551059990850404801676631905138492584228515625,0.033617191622497120950807669714777148328721523284912109375,-0.1124507206709613738038200381197384558618068695068359375,-0.11499201708966018398161423874626052565872669219970703125,-0.08719978946533600561163979136836132965981960296630859375,0.2122410613226950182319541227116133086383342742919921875,0.065821604160871072242144919073325581848621368408203125,-0.09829270843541337843163319121231324970722198486328125,0.0640713672122539268372065635048784315586090087890625,0.09382473543812387684059928005808615125715732574462890625,-0.1916981348804216722658821936420281417667865753173828125,0.344600303773245963956384230186813510954380035400390625,0.201604829640172622529092905097058974206447601318359375,-0.255897931096412623031000066475826315581798553466796875,0.339496208508889563137955747151863761246204376220703125
-0.0566462311772049087466029959614388644695281982421875,0.09811373625535697862165562810332630760967731475830078125,-0.0577831961926708326249269020991050638258457183837890625,0.062040793927564598375656856887871981598436832427978515625,0.02063170890265288159870493700509541667997837066650390625,0.000686731762167490139732450860066137465764768421649932861328125,-0.27748654705225750394248507291194982826709747314453125,-0.0260355279229315915434650463566867983900010585784912109375,-0.13785154582221570418454348327941261231899261474609375,0.058916597297935080490560721955262124538421630859375,0.0209512275310757660473637287168457987718284130096435546875,-0.486947220605878194898963329251273535192012786865234375,-0.1960653083440744293142188325873576104640960693359375,-0.141090741545170594850588940971647389233112335205078125,0.138811681232088479642783340750611387193202972412109375,-0.174813442493318371706578773228102363646030426025390625
-0.253288216011245459480250019623781554400920867919921875,0.37830123652082192631240786795387975871562957763671875,0.200713556547871763147128376658656634390354156494140625,-0.367328352234510990825810949900187551975250244140625,-0.2667507508762998469364902121014893054962158203125,-0.06207071330851808566020366697557619772851467132568359375,0.285931445605493939066121811265475116670131683349609375,-0.185592687053248550643758107980829663574695587158203125,-0.17969416064627774520801040125661529600620269775390625,0.44559017651091981093713911832310259342193603515625,0.0122047044878901105036117513691351632587611675262451171875,-0.310730230287233177843830844722106121480464935302734375,-0.012990592407567662369682892631317372433841228485107421875,-0.1012683841625078018378047772785066626965999603271484375,-0.17318464553729617794175510425702668726444244384765625,-0.213771848163992583824466464648139663040637969970703125
