-0.01355441012824543274561950312318003852851688861846923828125,-0.0802723815695219056198794760348391719162464141845703125,-0.04248808981081027280612971708251279778778553009033203125,-0.06433275981776354068841783373500220477581024169921875,0.01302720023340089676444630839569072122685611248016357421875,0.3339267433010346675104074165574274957180023193359375,0.1484430040677265083548519442047108896076679229736328125,-0.0284870941796151744274112616039928980171680450439453125,0.2135923091572502208190798000941867940127849578857421875,0.01452415116992989731203866909936550655402243137359619140625,-0.05589494533216989025081744557610363699495792388916015625,-0.07934909577361949628571125003873021341860294342041015625,-0.352174983981785760800420348459738306701183319091796875,-0.101720450749988089444997285681893117725849151611328125,0.2144652972254781631011866238623042590916156768798828125,0.021928295203305026017659429271589033305644989013671875,0.0684361448289008411638434381529805250465869903564453125,0.293359401385002716011740631074644625186920166015625,0.1341356761113321194311964745793375186622142791748046875,-0.10265170777986386274616137370685464702546596527099609375,0.0202336495572770884432411975240029278211295604705810546875,-0.11173107477864373249243357122395536862313747406005859375,-0.221654830279930104008911939672543667256832122802734375,-0.1506822905186092909080031176927150227129459381103515625
0.2460669867976444658008716714903130196034908294677734375,-0.066597917057692634923427021931274794042110443115234375,0.289773936674239618316306632550549693405628204345703125,0.11248306257807227925837878501624800264835357666015625,-0.303509336668987217411341816841741092503070831298828125,0.08119504496606873289454853193092276342213153839111328125,0.0349428985780494139046226109712733887135982513427734375,-0.0113674922955000236302058880255572148598730564117431640625,0.1483870781506072822342190420386032201349735260009765625,0.1681804970575088431505861308323801495134830474853515625,-0.3878539355970793689465381248737685382366180419921875,-0.12077552533840855975011407963393139652907848358154296875,0.268395292955681374902354718869901262223720550537109375,0.13435612493117587984414740276406519114971160888671875,0.10033506345816377292035070922793238423764705657958984375,-0.0926896587624634060720296702129417099058628082275390625,0.049933074802551553894591762627896969206631183624267578125,-0.1287110587740268596856907379333279095590114593505859375,-0.03976712652680823578688062980290851555764675140380859375,0.08536604785276928619719427615564200095832347869873046875,-0.2048662687796968528974872469916590489447116851806640625,0.0221487369432513646339000246143768890760838985443115234375,-0.2603708217276423653174788341857492923736572265625,0.00151590299448619712958941097014076149207539856433868408203125
-0.46397332854991402140143463839194737374782562255859375,0.2307906649919170549711822104654856957495212554931640625,0.060394905613000031407988643650242011062800884246826171875,0.335904251661419739338754197888192720711231231689453125,-0.1283394911357778056526512955315411090850830078125,0.09545567162410538430972195556023507378995418548583984375,0.0000890197772211891234610259271420318327727727591991424560546875,0.45649325392749851015850026669795624911785125732421875,-0.1345273491464236970127643644445925019681453704833984375,0.343746428322519170794890897013829089701175689697265625,0.1743118529431270380403162789662019349634647369384765625,0.00119110471324646830133808794727201529894955456256866455078125,0.372160499895302920858597417463897727429866790771484375,0.07586668043324647225933432537203771062195301055908203125,0.1427539406937422261645309617961174808442592620849609375,0.085183810037762375255709912380552850663661956787109375,-0.351047522425700753156974087687558494508266448974609375,-0.04235981820406363451692044463925412856042385101318359375,0.0029733429539018740687950081991175466100685298442840576171875,0.0204938493038877740659575721338114817626774311065673828125,0.2329615384945066536293012404712499119341373443603515625,-0.066405549743380143379312130491598509252071380615234375,0.036059702540584971652837253941470407880842685699462890625,-0.137009089964190200472415881449705921113491058349609375
-0.116224960506653207659155668807215988636016845703125,0.11515804565481339849508657380283693782985210418701171875,0.1996959495433184572643625642740516923367977142333984375,-0.251786816791640555290854308623238466680049896240234375,0.11950480849932874904961721540530561469495296478271484375,0.280181111259913517841368957306258380413055419921875,-0.105605218188080052232891148378257639706134796142578125,0.355387078011724588666453428231761790812015533447265625,-0.1336710996705435527953653718213899992406368255615234375,-0.2614665767532120543847895532962866127490997314453125,-0.12435982260523127662654729874702752567827701568603515625,-0.0713985534374446395577962221068446524441242218017578125,-0.00113445847614656626645146531018326641060411930084228515625,-0.23182174121638698949254830949939787387847900390625,-0.1665743543689954808684206000179983675479888916015625,-0.41822330941022667349926678070914931595325469970703125,-0.10185335001872151960977674889363697730004787445068359375,-0.0069838077167148314428057886971146217547357082366943359375,-0.2223136938433898091016516218587639741599559783935546875,-0.53717551485114045650703928913571871817111968994140625,-0.421076278195428088668705868258257396519184112548828125,0.28997415679195526205802480035345070064067840576171875,-0.1069168327039015931045895513307186774909496307373046875,0.0500503069933523614398751533371978439390659332275390625
-0.1589768343510564452270017454793560318648815155029296875,-0.26242665138073084651892941110418178141117095947265625,-0.244610949111387199206291143127600662410259246826171875,-0.28975946665032903393210972353699617087841033935546875,0.060940588640952968180197757419591653160750865936279296875,-0.260475008161393351002743656863458454608917236328125,-0.1584132615047876557756723059355863370001316070556640625,-0.043376301555638187290586671451819711364805698394775390625,-0.260383148247091245064410713894176296889781951904296875,-0.159486504920765603809940103019471280276775360107421875,-0.1736544226437454485623135269634076394140720367431640625,-0.390001151168691884141281889242236502468585968017578125,0.038170156457333341559756689775895210914313793182373046875,-0.257725512482312180129184753241133876144886016845703125,-0.02546109357196622846597477973773493431508541107177734375,-0.10915820925549084285943735039836610667407512664794921875,0.0790593761579876097567165516011300496757030487060546875,-0.10830554548487562882552737164587597362697124481201171875,0.211156410502967573084021069007576443254947662353515625,0.05665545160418163084248277527876780368387699127197265625,-0.14899681408139120453171244662371464073657989501953125,0.06378581152425767675229195674546645022928714752197265625,0.1847864687656003701565765595660195685923099517822265625,0.1113256985163625090162753394906758330762386322021484375
0.04492168280809456792912470746159669943153858184814453125,0.0915702445450110313895919489368679933249950408935546875,-0.1889913705376191632723248403635807335376739501953125,0.1965329368175895152770493723437539301812648773193359375,0.1329599631918195468127663616542122326791286468505859375,0.044279840862894360997703557814020314253866672515869140625,0.269665863257708970923687274989788420498371124267578125,0.115426670030083167173273750449880026280879974365234375,-0.07266497353158336836020936289060045965015888214111328125,0.019736454771678131614454088094134931452572345733642578125,-0.04494511167903890436203795388792059384286403656005859375,0.11559276789505436300320440068389871157705783843994140625,-0.36895016203291908229999762625084258615970611572265625,0.09069039273596095351859247557513299398124217987060546875,-0.11990205648122766179941578457146533764898777008056640625,0.0297792238846745251079628502566265524365007877349853515625,-0.08736831593124048944698500918093486689031124114990234375,-0.68858248027028867710441772942431271076202392578125,0.0889567817341105626649522264415281824767589569091796875,0.036979477098241987642612826903132372535765171051025390625,0.01564773046042577941960871612536720931529998779296875,-0.1517423485000743976769399523618631064891815185546875,0.1693449239150760787797622697326005436480045318603515625,0.025911562482355154912738726125098764896392822265625
0.2954158191321190063405310866073705255985260009765625,0.3023313466703172469607352468301542103290557861328125,-0.0189207614375026152153669301014815573580563068389892578125,-0.0878375774668459785576857257183291949331760406494140625,-0.1590365740285356321859211448099813424050807952880859375,-0.277954589877776936379660810416680760681629180908203125,0.490003875689357937250889563074451871216297149658203125,-0.11404227704782064767297100615905947051942348480224609375,0.0629003631601660340155746098389499820768833160400390625,0.192176367020824356846020464217872358858585357666015625,0.1388875359354918848087123706136480905115604400634765625,0.0129807586022975297856962839659900055266916751861572265625,0.2469425119501580667691342796388198621571063995361328125,0.016563797313035609481968180034527904354035854339599609375,-0.039248807379887125368345124343250063247978687286376953125,0.06144477376780492494656726876200991682708263397216796875,-0.32008929681337139339092345835524611175060272216796875,-0.066693504670400527434281912064761854708194732666015625,0.049474270303926058678367638776762760244309902191162109375,-0.167231842932587693173474008290213532745838165283203125,-0.0271309728647585145233644965401254012249410152435302734375,0.060640660684125123613963381785652018152177333831787109375,0.02504451694801161643066933493173564784228801727294921875,-0.186319227323959946129861009467276744544506072998046875
-0.1255743798857157089710057107367902062833309173583984375,0.26627753087581684798834658067789860069751739501953125,-0.01198298115720805752382194242500190739519894123077392578125,0.2174555678668287084231991457272670231759548187255859375,-0.023345973253662659352425379211126710288226604461669921875,-0.43198454586508017172263862448744475841522216796875,-0.0649258508963657110513167936005629599094390869140625,0.09879619666286322543502507187440642155706882476806640625,0.309727558672288572072517354172305203974246978759765625,0.10865934118811214348365723481038003228604793548583984375,-0.0221390342089334106467912732796321506612002849578857421875,-0.1417779222884595069498203656621626578271389007568359375,-0.0773349812000365399722312531594070605933666229248046875,-0.247669378474642487564238990671583451330661773681640625,0.349497395074818306692776559430058114230632781982421875,-0.054854257706771047953253628293168731033802032470703125,-0.35914681257311686923827664941200055181980133056640625,0.26973553915606662823023498276597820222377777099609375,-0.11372631231370707027839017655423958785831928253173828125,0.05808709200445105746979379546246491372585296630859375,0.28119374786720785497351471349247731268405914306640625,-0.276982303556610298667095548807992599904537200927734375,0.454871817425561097980590830047731287777423858642578125,-0.1435885166772179755145799617821467109024524688720703125
0.2906140793574769620732922703609801828861236572265625,0.086626092612189342645478973281569778919219970703125,-0.26450956327257502120886556440382264554500579833984375,-0.1270970897327844129076623858054517768323421478271484375,0.2334615538148579749755384682430303655564785003662109375,0.2799361876912980218179427538416348397731781005859375,-0.16116765935169607981691797249368391931056976318359375,0.026466327510881577922408069980519940145313739776611328125,0.274474602578501036820313174757757224142551422119140625,-0.06528160864797605267284552610362879931926727294921875,0.2705583025537607877453183391480706632137298583984375,-0.030023549655954225034992788323506829328835010528564453125,-0.1134506601539373715770153694393229670822620391845703125,0.0267522137707468347922468154820307972840964794158935546875,0.254747910789395792807709995031473226845264434814453125,0.31333056384615598499721045300248079001903533935546875,-0.263607048037075519797411971012479625642299652099609375,-0.043932837528078409750076360751336324028670787811279296875,-0.09977425967618659685687276805765577591955661773681640625,-0.1478269326532387351047503898371360264718532562255859375,0.0202928575387864261470038940160520724020898342132568359375,-0.006945732321186615966512878372896011569537222385406494140625,0.07674404386012646794856806309326202608644962310791015625,0.1816615491069246413058380085203680209815502166748046875
-0.342845276445275903842713205449399538338184356689453125,0.1997033146054182084494499349602847360074520111083984375,-0.288666451909866117464531498626456595957279205322265625,0.032178976811133665203445985980579280294477939605712890625,-0.016844021428945143981081855599768459796905517578125,0.2400409092432434776664962328140973113477230072021484375,-0.1757258693745060995627937927565653808414936065673828125,0.256186697822743558727864865431911312043666839599609375,-0.03996916823389924655618443694038433022797107696533203125,0.151787836115463148356496958513162098824977874755859375,0.137935526777839101431055723878671415150165557861328125,0.3895606885600175761652508299448527395725250244140625,-0.1730968874064036933102528337258263491094112396240234375,0.2317697373343688138636053963637095876038074493408203125,0.306321363874093977042178948977380059659481048583984375,-0.1125213842301537592316407199177774600684642791748046875,0.194562816012232409068616334479884244501590728759765625,-0.39930011815012089737564338065567426383495330810546875,0.1281192783338082896715803826737101189792156219482421875,-0.1392996103111820982434210236533544957637786865234375,-0.2316160493886622318004953058334649540483951568603515625,-0.2406301873203986196880777015394414775073528289794921875,-0.046360884919225346656457276139917667023837566375732421875,0.032939878481124805487123552438788465224206447601318359375
