0.22242245200435417640250079784891568124294281005859375,0.0018449291606762829691390503938919209758751094341278076171875,0.4222162410967189583033132294076494872570037841796875,-0.1623370920786513516009819113605772145092487335205078125,-0.0306695444014998645776426400288983131758868694305419921875,0.075831983567276661784006819289061240851879119873046875,-0.057869762702235920392990209393246914260089397430419921875,0.265451284845622026420386418976704590022563934326171875,-0.1858582301529689839725278943660669028759002685546875,-0.08249564095857986334436873221420682966709136962890625,0.2957140751409454981768476500292308628559112548828125,0.264554379849764542687040602686465717852115631103515625,0.249416947582551784545756845545838586986064910888671875,-0.2373167265567928396752250819190521724522113800048828125,0.172064227763675303695123375291586853563785552978515625
-0.275208451298362188897073110638302750885486602783203125,0.015799972502693999942824376603311975486576557159423828125,-0.08942866867909850248086200963371084071695804595947265625,0.2846109673756076485773292006342671811580657958984375,-0.1604543522958497003827460503089241683483123779296875,0.043672465571102832282424088816696894355118274688720703125,0.1581800285820873230857586122510838322341442108154296875,-0.04506713576243641383722859927729587070643901824951171875,-0.07558030566943703398852250074924086220562458038330078125,0.337757863502427257973437235705205239355564117431640625,0.399372393169408923530028232562472112476825714111328125,-0.043676236890663681922131189594438183121383190155029296875,0.2314110078083065069609602915079449303448200225830078125,-0.060815978863123787423461408252478577196598052978515625,-0.134804172061366356327738458276144228875637054443359375
0.255102213142537170842416571758803911507129669189453125,-0.242690837237432843753737188308150507509708404541015625,0.145184156560755450726674098405055701732635498046875,0.26688632017056601597460030461661517620086669921875,0.176036194697613890269849434844218194484710693359375,0.1456660981661185572111349983970285393297672271728515625,-0.3153849024793353716944466214044950902462005615234375,0.121632514231178767705188192849163897335529327392578125,0.08980660613544304282651609128151903860270977020263671875,-0.12184801652530156956810714063976774923503398895263671875,-0.18087616776516146632758363921311683952808380126953125,-0.0201915340053122720209710649896805989556014537811279296875,-0.5001339538644915538867508075782097876071929931640625,0.0091378811249550884188153077047900296747684478759765625,0.07020336022824631705407938397911493666470050811767578125
0.11565571865538716578303279902684153057634830474853515625,-0.0713457780141751041202979877198231406509876251220703125,-0.0278587137063857938346078668701011338271200656890869140625,0.37525187819161420765823322653886862099170684814453125,-0.296131878748534360656918806853354908525943756103515625,0.055411038845851467993242067677783779799938201904296875,0.30810215481439151563591849480872042477130889892578125,0.1827268296874791364547974126253393478691577911376953125,-0.1928778496833143119015829825002583675086498260498046875,0.313923557933341867975940431279013864696025848388671875,0.06744533886527721844306171306016040034592151641845703125,0.0259075051530051336801108163854223676025867462158203125,-0.2173789742757163967468159171403385698795318603515625,0.01261762811715245145849362273793303756974637508392333984375,-0.1985926773319373339621307650304515846073627471923828125
-0.149539683073789231304573377201450057327747344970703125,0.2407065435609725689847238072616164572536945343017578125,0.07132943927827363472804478305988595820963382720947265625,0.0463580075779096156818326335269375704228878021240234375,0.48982651500632734542506341313128359615802764892578125,-0.250925505111990521101006379467435181140899658203125,-0.2041575197825512832938699148144223727285861968994140625,0.00995889806498839909310039075762688298709690570831298828125,-0.411812040612306973219602923563797958195209503173828125,-0.2570617479676060579407703698961995542049407958984375,-0.020009242520225740957773297168387216515839099884033203125,-0.038559235417196711936949071741764782927930355072021484375,0.09937150286206532234789534641095087863504886627197265625,0.037376172148653970250808953323939931578934192657470703125,0.092993849836253417162623691183398477733135223388671875
0.181965117978024892853028404715587384998798370361328125,-0.06005389158306677355181335542511078529059886932373046875,0.0289852116265788828375349339694366790354251861572265625,0.05127583567837266931288553450940526090562343597412109375,0.27726910639356827648072112424415536224842071533203125,0.31788162617645931984355911481543444097042083740234375,-0.45739881518466152243718170211650431156158447265625,-0.01552477678767927131431303422459677676670253276824951171875,0.12348180979793628442298114578079548664391040802001953125,-0.169723113770706479641603436903096735477447509765625,0.12369165935152952318087926641965168528258800506591796875,-0.0557680513515398657009569660658598877489566802978515625,-0.00542612867583636658552759257645448087714612483978271484375,0.396085103742533639614720186727936379611492156982421875,0.32908596709657411683025429738336242735385894775390625
-0.09598906708599057313602287422327208332717418670654296875,-0.0284383055019591969581060908467406989075243473052978515625,-0.044758124728215060994518381676243734546005725860595703125,-0.026115743890580363217868153924428042955696582794189453125,-0.32977828723328428406347256895969621837139129638671875,0.169487130311751610367565490378183312714099884033203125,-0.09814552294584504010810377394591341726481914520263671875,-0.033782846727085057147998981008640839718282222747802734375,0.300093477427264054835376327901030890643596649169921875,-0.55126678060768441458350253014941699802875518798828125,0.05448882851121746029310344283658196218311786651611328125,-0.31557216211939198569069731092895381152629852294921875,0.06242996581510366904677056254513445310294628143310546875,0.44157954914992603168144569281139411032199859619140625,-0.042383934782709388466859223854044103063642978668212890625
0.08781336336869373371261104921359219588339328765869140625,0.16535338967605983651054657457279972732067108154296875,-0.11517800377023316993341239822257193736732006072998046875,0.1548899762367286492281692744654719717800617218017578125,0.302790940294217436612456140210269950330257415771484375,-0.1499930451714498735871217149906442500650882720947265625,-0.106686146868394560183190833413391374051570892333984375,-0.07881452338624365949737438086231122724711894989013671875,0.277631052995756688606121542761684395372867584228515625,-0.1746433164088258827018051988488878123462200164794921875,-0.09153315354559903027631406757791410200297832489013671875,0.005402576974626997242945325439222870045341551303863525390625,-0.056183640484782866597601724834021297283470630645751953125,0.1344023310402610860148087112975190393626689910888671875,0.060662894670822732623438611199162551201879978179931640625
-0.033546406000565208438413122848942293785512447357177734375,0.09680128870985581224228866403791471384465694427490234375,-0.450741103073951154822651687936740927398204803466796875,0.10562820519478975656024744012029259465634822845458984375,-0.193255038679762514153281927065108902752399444580078125,0.23721488701538218091258158892742358148097991943359375,0.046743719215258938692869605802115984261035919189453125,-0.013877156241644074408103648465839796699583530426025390625,-0.0935182475451863393089979581418447196483612060546875,-0.2146136011126535125814740467831143178045749664306640625,-0.277041330479717962109731388409272767603397369384765625,0.1354051460622085756302368508841027505695819854736328125,-0.0614791523297052167063014849190949462354183197021484375,-0.0554009717463950501770142409441177733242511749267578125,-0.0161355833367665991995298924166490905918180942535400390625
0.2033355546089030685408260978874750435352325439453125,0.275062959477823276710495292718405835330486297607421875,0.051160696709844744045625475337146781384944915771484375,-0.1995757876877604086729434129665605723857879638671875,0.245557757354450345577134839913924224674701690673828125,0.318869969586121015936441835947334766387939453125,-0.249399282138782540929611286628642119467258453369140625,0.299753404863633665655697768670506775379180908203125,-0.14461925004524633919800180592574179172515869140625,-0.2015082388492311082917041176187922246754169464111328125,-0.04864267930227507419349564088406623341143131256103515625,-0.2563876579488681972662789121386595070362091064453125,-0.1277626265264970861768034637862001545727252960205078125,-0.494689851403300295817899723260779865086078643798828125,0.2291036067747357629631466124919825233519077301025390625
-0.169326818198784534441614368915907107293605804443359375,0.2054687354739209437237690281108370982110500335693359375,0.226842455523982355902745666753617115318775177001953125,-0.1064558235928803886505278342156088910996913909912109375,-0.308770895309489479263476141568389721214771270751953125,-0.2264553376154629926730876832152716815471649169921875,0.06945932406601118547229134492226876318454742431640625,0.29488311015159485162229202614980749785900115966796875,-0.1759713464206742739026623212339472956955432891845703125,0.0671384251666879705577883896694402210414409637451171875,-0.4615213171027916505551047521294094622135162353515625,0.1433162080072296618027394288219511508941650390625,-0.08729675951130640154662643226401996798813343048095703125,0.0049751379256670613671076353057287633419036865234375,0.274930844514921279841956902600941248238086700439453125
-0.25391946866217718348224252622458152472972869873046875,-0.11732904679592466579141074589642812497913837432861328125,-0.04769072815946183430124705182606703601777553558349609375,-0.03553785483443326620456303999162628315389156341552734375,0.1468012411393484761834571372673963196575641632080078125,0.1293783593258455433261389089238946326076984405517578125,0.2020567833881676544915961812876048497855663299560546875,-0.11729064722196580472513005588552914559841156005859375,0.1459977754864938415124697712599299848079681396484375,-0.04705613827473072163787293220593710429966449737548828125,-0.04838820005468606744170045885766739957034587860107421875,0.1068406963058564917989912146367714740335941314697265625,0.210266742030265463281324400668381713330745697021484375,0.03661506208433064346596808036338188685476779937744140625,0.026573638824281244075198316068053827621042728424072265625
