-0.07531914720316902622787580412477836944162845611572265625,-0.0156870783828323805131343959828882361762225627899169921875,-0.07710114725827336978891679564185324124991893768310546875,0.0290998214418934086911150416199234314262866973876953125,-0.27363833578695950787817992022610269486904144287109375,0.003579576384451950421539123681213823147118091583251953125,-0.173400100046551763899316256356541998684406280517578125,-0.07384168085307697693142614525640965439379215240478515625,-0.1594795545466216324381747426741640083491802215576171875,-0.042190883160163610010595647281661513261497020721435546875,-0.251279195841165259306393409133306704461574554443359375,0.0074400397787381632175307544230236089788377285003662109375,0.19338050664192130145835335497395135462284088134765625,0.195222112762464039548149230540730059146881103515625,-0.1830327651557947798988124077368411235511302947998046875,-0.08184905909454305572570120830278028734028339385986328125
-0.01282988058071354853240109150647185742855072021484375,0.450059974831125308991630618038470856845378875732421875,-0.36281788507770418306108695105649530887603759765625,-0.21712065994144669200949238074827007949352264404296875,-0.220605170754009149991503591081709600985050201416015625,0.0200478738923666431615000504962154082022607326507568359375,0.0606181307389714596478569319515372626483440399169921875,0.231963497014930630779616649306262843310832977294921875,-0.06759127030161730942392495080639491789042949676513671875,0.30170485261847279634395135872182436287403106689453125,0.13462150549598195237166464721667580306529998779296875,0.003544954376649120213194077422258487786166369915008544921875,-0.01083371612552397854345453964697298943065106868743896484375,-0.1228425820147366065437921633929363451898097991943359375,0.125343804173191963879929744507535360753536224365234375,0.1948017705185971781833842442210880108177661895751953125
-0.06139232205157411914608900360690313391387462615966796875,0.198325718835350717217380633883294649422168731689453125,-0.07335179522853750577748854766468866728246212005615234375,-0.076022425925757974862762011980521492660045623779296875,-0.0869908451435325857925562331729452125728130340576171875,-0.04341746934609609642752303670931723900139331817626953125,-0.049011277473473745247556365711716352961957454681396484375,-0.0305821111174690192513470066160152782686054706573486328125,-0.2597305457875378476018113360623829066753387451171875,0.425565525766079255642893031108542345464229583740234375,-0.1990196604179904349418706033247872255742549896240234375,0.041712721797474379414882861283331294544041156768798828125,-0.5022504038804551651509200382861308753490447998046875,-0.0296047210939588308076242384458964806981384754180908203125,0.427750767984555635425891750855953432619571685791015625,0.262611375637536781368908123113214969635009765625
0.006802930776722201748618612526797733153216540813446044921875,-0.306377207719648492201258704881183803081512451171875,-0.1423941520268936500315248849801719188690185546875,-0.1574257467004264998688967125417548231780529022216796875,-0.084128363140609285775184389422065578401088714599609375,0.1160298666567904091184715298368246294558048248291015625,0.01821945885443813917259348045263323001563549041748046875,-0.01099324940457969100593427214107578038237988948822021484375,0.5432222359219982532607673419988714158535003662109375,0.0448102971421689699749180135768256150186061859130859375,0.01488025257489499798835286270559663535095751285552978515625,0.0295799383410377987602135618772081215865910053253173828125,0.36596517413483653502481729447026737034320831298828125,-0.04343977041664733029779910111756180413067340850830078125,-0.08115019256491361188121658187810680828988552093505859375,0.28567327940457143409247464660438708961009979248046875
-0.11290396547765568779908562646596692502498626708984375,0.41793010162896815362643110347562469542026519775390625,-0.208362241501457490233661928868968971073627471923828125,0.254383712762372982130187892835238017141819000244140625,0.2229990237107390693704900286320480518043041229248046875,-0.25778988393012436386442232105764560401439666748046875,-0.1596247180330729598107808442364330403506755828857421875,0.07609516933421263396031264392149751074612140655517578125,0.224213104642482174977402564763906411826610565185546875,0.363119416978374964788400802717660553753376007080078125,-0.1789358830993440230283653136211796663701534271240234375,0.404049410037790768246424022436258383095264434814453125,-0.075443702495235076543877994481590576469898223876953125,-0.233731047700996452665123115366441197693347930908203125,0.000721317313750606298357326284786950054694898426532745361328125,-0.1196840698639094480171252143918536603450775146484375
0.0679651680541382419153961791380424983799457550048828125,-0.19810513163728826757647993872524239122867584228515625,0.0561255211340012660770071306615136563777923583984375,0.267033877090170290724557844441733323037624359130859375,0.12167445237471126440187418893401627428829669952392578125,-0.08476394955862832925053140797899686731398105621337890625,-0.03936168183777195850314711833561887033283710479736328125,-0.1581399765327471396147984705748967826366424560546875,0.187095429133871060667360097795608453452587127685546875,-0.10593735613706785347876149216972407884895801544189453125,0.327955049996722702854157205365481786429882049560546875,0.195874279608854784395788328765775077044963836669921875,-0.1505579672986408212853604027259279973804950714111328125,0.158520927544274936593637903570197522640228271484375,-0.16250675136866454817408111921395175158977508544921875,-0.387801559192386291474718973404378630220890045166015625
-0.38886801023309336411415415568626485764980316162109375,-0.03797797233338669198321468911672127433121204376220703125,0.1139650074115663713758550557031412608921527862548828125,-0.028884509730407403882423977847793139517307281494140625,0.40817622419779475695378323507611639797687530517578125,0.426284469898248141728203108868910931050777435302734375,0.155042451994575503082529621678986586630344390869140625,0.1339084436064682803735337301986874081194400787353515625,0.0197603903831572134952576647037858492694795131683349609375,-0.036721798220685254732220670348397106863558292388916015625,-0.122325466645720803970931456206017173826694488525390625,0.1948721102513703840042325055037508718669414520263671875,0.1889449918746197720764712357777170836925506591796875,0.0015714322601005537190232974609216398675926029682159423828125,0.1672157954782806099647274322705925442278385162353515625,-0.1590613899895683136520574407768435776233673095703125
-0.09027167617679461575352917179770884104073047637939453125,0.416763983383132752269517595777870155870914459228515625,0.2196896901338434016093259515400859527289867401123046875,0.12442120308976169218428964313716278411448001861572265625,-0.046161544524902169139846108691926929168403148651123046875,0.24182722304886417052927072290913201868534088134765625,-0.132650334894836186006017442196025513112545013427734375,-0.2282701156634434902503727471412275917828083038330078125,-0.07620281772417110410788865237918798811733722686767578125,-0.025600333283517094640213684897389612160623073577880859375,0.1060674667114146207946845379410660825669765472412109375,-0.270227389636842729725429990139673464000225067138671875,0.268330995977150321696313994834781624376773834228515625,0.18825306423407617284482284958357922732830047607421875,0.1973246312677517655398418128243065439164638519287109375,-0.51395690423864059948044769043917767703533172607421875
-0.51728381953602420306737030841759406030178070068359375,0.003136056831834728615693297371080916491337120532989501953125,-0.1925022861761996051388479145316523499786853790283203125,0.1850730645326165435538001702298060990869998931884765625,-0.0161173891908870416111998480346301221288740634918212890625,-0.00436317216077478954583401815625620656646788120269775390625,0.00965241767094172746499491921667868155054748058319091796875,-0.261753992073219865499567049482720904052257537841796875,-0.021759922549498496302522454470818047411739826202392578125,0.10629282410711969608652083252309239469468593597412109375,0.018253001899289085507849250689105247147381305694580078125,0.051102284935530671583503448118790402077138423919677734375,-0.102497459568954008002350519745959900319576263427734375,-0.327154496584691922844712053120019845664501190185546875,0.188308803990475059908504817940411157906055450439453125,-0.259816395640279307333031511006993241608142852783203125
-0.095200284202351770357353188956039957702159881591796875,0.2430691394296124185903096304173232056200504302978515625,-0.05598686113059102298361580096752732060849666595458984375,-0.1125876544907673248996360371165792457759380340576171875,-0.051922115907963660441648556798099889419972896575927734375,0.144434055657444437859027175363735295832157135009765625,-0.2177418511166858416938651998862042091786861419677734375,-0.1308983860436944424154859234477044083178043365478515625,-0.005787003417037812035006449917773352353833615779876708984375,0.1588400940645716963306455227211699821054935455322265625,0.050826411248303816903248986136532039381563663482666015625,0.0303363721324953379554489885094881174154579639434814453125,-0.09523840921930083747160011853338801302015781402587890625,-0.11505379636193864556492627571060438640415668487548828125,0.1397661883537190397053251444958732463419437408447265625,-0.1566929773209892740037929570462438277900218963623046875
-0.10194160920895033173305677109965472482144832611083984375,-0.1352388095137621870645006083577754907310009002685546875,-0.253356117189807161782511002456885762512683868408203125,0.153743834442181370736335566107300110161304473876953125,0.3155554482790190462537793791852891445159912109375,-0.00350266377403862273764989510027589858509600162506103515625,-0.1935788057963840069763961082571768201887607574462890625,-0.096324064950805254881061046035028994083404541015625,0.036846466317836466808355311286504729650914669036865234375,-0.038777799829369470618889437218967941589653491973876953125,0.2041764425019446937970002409201697446405887603759765625,0.016328693562367491143305642253835685551166534423828125,0.10682296144359688938596519847124000079929828643798828125,0.06993582935314057724696112927631475031375885009765625,-0.03965820755897453420146803182433359324932098388671875,-0.0082046679561930506430211806900842930190265178680419921875
-0.265776661492612420456538302460103295743465423583984375,-0.02875974401197835261800861417214036919176578521728515625,-0.1698552693077447217628872522254823707044124603271484375,0.1775657351132569061746835359372198581695556640625,0.021095938894345057923462860571817145682871341705322265625,0.380735883364383187466017943734186701476573944091796875,0.03587268328053593025028789043062715791165828704833984375,0.1886084912944430425074671120455604977905750274658203125,-0.2377821399378748645769832137375487945973873138427734375,-0.5348722720369163408093982070568017661571502685546875,0.32709301615868902057826517193461768329143524169921875,-0.18549809041309262003238700344809330999851226806640625,-0.2239560944845037926409503370450693182647228240966796875,-0.005630042078537607873334192021275157458148896694183349609375,0.2082514091710667702983528215554542839527130126953125,-0.209815326386479206188795387788559310138225555419921875
-0.07023606025553634502056610244835610501468181610107421875,-0.25203074846936546205000695408671163022518157958984375,0.31375188298277600917884910813882015645503997802734375,0.06286741450546078080474643456909689120948314666748046875,-0.219724898335712903740812862452003173530101776123046875,0.0932081120785005767803710341468104161322116851806640625,-0.1983599426160053413870087979375966824591159820556640625,0.15797496171347080728963874207693152129650115966796875,-0.32327607244030709399140732784871943295001983642578125,-0.238850644853733362626968528275028802454471588134765625,-0.01775646866570372572891045592768932692706584930419921875,-0.0248050187926757113865416926046236767433583736419677734375,0.163347350177441785756826675424235872924327850341796875,-0.08857793319414448973692088884490658529102802276611328125,0.033364204804470366794166835688884020783007144927978515625,0.11468599808512007498517704107143799774348735809326171875
-0.34723360347637599598868973771459423005580902099609375,0.0322483776380912690040503321142750792205333709716796875,-0.0014890510308269793403324054992253877571783959865570068359375,-0.1272424503924680927458013002251391299068927764892578125,-0.256895374794419095731967672691098414361476898193359375,0.10738056524037774275281975633333786390721797943115234375,0.404620180313157440377125340091879479587078094482421875,0.51662331528798421942383356508798897266387939453125,0.04854938551595877616051666336716152727603912353515625,-0.1194169729412778158117447446784353815019130706787109375,-0.2305587905630713529969710862133069895207881927490234375,0.028005965785263188527753897005823091603815555572509765625,0.409255766080204808066156374479760415852069854736328125,-0.06674320910801188888594737136372714303433895111083984375,0.42543600872524456324441644028411246836185455322265625,-0.1752596987307004638978469301946461200714111328125
